ticker,name,sector,industry
BE,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors
FN,Fabrinet,Technology,Electronic Components
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,Aerospace & Defense
NXT,Nextpower Inc.,Technology,Solar
SATS,EchoStar Corporation,Communication Services,Telecom Services
CDE,"Coeur Mining, Inc.",Basic Materials,Gold
HL,Hecla Mining Company,Basic Materials,Other Precious Metals & Mining
GH,"Guardant Health, Inc.",Healthcare,Diagnostics & Research
STRL,"Sterling Infrastructure, Inc.",Industrials,Engineering & Construction
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction
SPXC,"SPX Technologies, Inc.",Industrials,Building Products & Equipment
ENSG,"The Ensign Group, Inc.",Healthcare,Medical Care Facilities
MOD,Modine Manufacturing Company,Consumer Cyclical,Auto Parts
IONQ,"IonQ, Inc.",Technology,Computer Hardware
RMBS,Rambus Inc.,Technology,Semiconductors
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology
AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense
TTMI,"TTM Technologies, Inc.",Technology,Electronic Components
MOGA,,,
GTLS,"Chart Industries, Inc.",Industrials,Specialty Industrial Machinery
UMBF,UMB Financial Corporation,Financial Services,Banks - Regional
WTS,"Watts Water Technologies, Inc.",Industrials,Specialty Industrial Machinery
IDCC,"InterDigital, Inc.",Technology,Software - Application
CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities
PRIM,Primoris Services Corporation,Industrials,Engineering & Construction
AHR,"American Healthcare REIT, Inc.",Real Estate,REIT - Healthcare Facilities
ONB,Old National Bancorp,Financial Services,Banks - Regional
CMC,Commercial Metals Company,Basic Materials,Steel
SITM,SiTime Corporation,Technology,Semiconductors
FLR,Fluor Corporation,Industrials,Engineering & Construction
JBTM,JBT Marel Corporation,Industrials,Specialty Industrial Machinery
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare,Biotechnology
RNA,"Avidity Biosciences, Inc.",Healthcare,Biotechnology
XTSLA,,,
PRAX,"Praxis Precision Medicines, Inc.",Healthcare,Biotechnology
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology
SANM,Sanmina Corporation,Technology,Electronic Components
TEX,Terex Corporation,Industrials,Farm & Heavy Construction Machinery
UEC,Uranium Energy Corp.,Energy,Uranium
LUMN,"Lumen Technologies, Inc.",Communication Services,Telecom Services
ZWS,Zurn Elkay Water Solutions Corporation,Industrials,Pollution & Treatment Controls
AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology
JXN,Jackson Financial Inc.,Financial Services,Insurance - Life
APLD,Applied Digital Corporation,Technology,Information Technology Services
IBP,"Installed Building Products, Inc.",Consumer Cyclical,Residential Construction
SMTC,Semtech Corporation,Technology,Semiconductors
ORA,"Ormat Technologies, Inc.",Utilities,Utilities - Renewable
OKLO,Oklo Inc.,Utilities,Utilities - Independent Power Producers
FCFS,"FirstCash Holdings, Inc.",Financial Services,Credit Services
FORM,"FormFactor, Inc.",Technology,Semiconductor Equipment & Materials
PCVX,"Vaxcyte, Inc.",Healthcare,Biotechnology
ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments
FSS,Federal Signal Corporation,Industrials,Pollution & Treatment Controls
GATX,GATX Corporation,Industrials,Rental & Leasing Services
HQY,"HealthEquity, Inc.",Healthcare,Health Information Services
SLAB,Silicon Laboratories Inc.,Technology,Semiconductors
COMP,"Compass, Inc.",Real Estate,Real Estate Services
TRNO,Terreno Realty Corporation,Real Estate,REIT - Industrial
EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants
ENS,EnerSys,Industrials,Electrical Equipment & Parts
GKOS,Glaukos Corporation,Healthcare,Medical Devices
CWAN,"Clearwater Analytics Holdings, Inc.",Technology,Software - Application
KRYS,"Krystal Biotech, Inc.",Healthcare,Biotechnology
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware
TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,Residential Construction
VLY,Valley National Bancorp,Financial Services,Banks - Regional
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,REIT - Retail
GBCI,"Glacier Bancorp, Inc.",Financial Services,Banks - Regional
RHP,"Ryman Hospitality Properties, Inc.",Real Estate,REIT - Hotel & Motel
UFPI,"UFP Industries, Inc.",Basic Materials,Lumber & Wood Production
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management
UBSI,"United Bankshares, Inc.",Financial Services,Banks - Regional
ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction
SNEX,StoneX Group Inc.,Financial Services,Capital Markets
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail
HWC,Hancock Whitney Corporation,Financial Services,Banks - Regional
ACA,"Arcosa, Inc.",Industrials,Engineering & Construction
VSEC,VSE Corporation,Industrials,Aerospace & Defense
PL,Planet Labs PBC,Industrials,Aerospace & Defense
TXNM,"TXNM Energy, Inc.",Utilities,Utilities - Regulated Electric
RIG,Transocean Ltd.,Energy,Oil & Gas Drilling
SSRM,SSR Mining Inc.,Basic Materials,Gold
POR,Portland General Electric Company,Utilities,Utilities - Regulated Electric
NPO,Enpro Inc.,Industrials,Specialty Industrial Machinery
GVA,Granite Construction Incorporated,Industrials,Engineering & Construction
VIAV,Viavi Solutions Inc.,Technology,Communication Equipment
AGX,"Argan, Inc.",Industrials,Engineering & Construction
VAL,Valaris Limited,Energy,Oil & Gas Equipment & Services
PIPR,Piper Sandler Companies,Financial Services,Capital Markets
SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas
BIPC,Brookfield Infrastructure Corporation,Utilities,Utilities - Regulated Gas
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals
NE,Noble Corporation plc,Energy,Oil & Gas Drilling
OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities
ESNT,Essent Group Ltd.,Financial Services,Insurance - Specialty
BDC,Belden Inc.,Technology,Communication Equipment
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional
VSAT,"Viasat, Inc.",Technology,Communication Equipment
RIOT,"Riot Platforms, Inc.",Financial Services,Capital Markets
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail
HOMB,"Home Bancshares, Inc. (Conway, AR)",Financial Services,Banks - Regional
ABCB,Ameris Bancorp,Financial Services,Banks - Regional
BCO,The Brink's Company,Industrials,Security & Protection Services
RYTM,"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology
MTH,Meritage Homes Corporation,Consumer Cyclical,Residential Construction
PTCT,"PTC Therapeutics, Inc.",Healthcare,Biotechnology
ATMU,Atmus Filtration Technologies Inc.,Consumer Cyclical,Auto Parts
BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas
SKY,"Champion Homes, Inc.",Consumer Cyclical,Residential Construction
NJR,New Jersey Resources Corporation,Utilities,Utilities - Regulated Gas
CNX,CNX Resources Corporation,Energy,Oil & Gas E&P
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology
AX,"Axos Financial, Inc.",Financial Services,Banks - Regional
RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware
JOBY,"Joby Aviation, Inc.",Industrials,Airports & Air Services
PLXS,Plexus Corp.,Technology,Electronic Components
HUT,Hut 8 Corp.,Financial Services,Capital Markets
SR,Spire Inc.,Utilities,Utilities - Regulated Gas
NOVT,Novanta Inc.,Technology,Scientific & Technical Instruments
CORZ,"Core Scientific, Inc.",Technology,Software - Infrastructure
NUVL,"Nuvalent, Inc.",Healthcare,Biotechnology
SIGI,"Selective Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty
ALKS,Alkermes plc,Healthcare,Drug Manufacturers - Specialty & Generic
MATX,"Matson, Inc.",Industrials,Marine Shipping
OGS,"ONE Gas, Inc.",Utilities,Utilities - Regulated Gas
MIR,"Mirion Technologies, Inc.",Industrials,Specialty Industrial Machinery
CIFR,Cipher Mining Inc.,Financial Services,Capital Markets
POWL,"Powell Industries, Inc.",Industrials,Electrical Equipment & Parts
MAC,The Macerich Company,Real Estate,REIT - Retail
IRTC,"iRhythm Holdings, Inc.",Healthcare,Medical Devices
CSW,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery
KNF,Knife River Corporation,Basic Materials,Building Materials
UUUU,Energy Fuels Inc.,Energy,Uranium
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P
LNTH,"Lantheus Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
PECO,"Phillips Edison & Company, Inc.",Real Estate,REIT - Retail
KYMR,"Kymera Therapeutics, Inc.",Healthcare,Biotechnology
PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology
BMI,"Badger Meter, Inc.",Technology,Scientific & Technical Instruments
RDNT,"RadNet, Inc.",Healthcare,Diagnostics & Research
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies
TCBI,"Texas Capital Bancshares, Inc.",Financial Services,Banks - Regional
SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities
ASB,Associated Banc-Corp,Financial Services,Banks - Regional
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology
SM,SM Energy Company,Energy,Oil & Gas E&P
HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services
WULF,TeraWulf Inc.,Financial Services,Capital Markets
REZI,"Resideo Technologies, Inc.",Industrials,Industrial Distribution
MRCY,"Mercury Systems, Inc.",Industrials,Aerospace & Defense
EBC,"Eastern Bankshares, Inc.",Financial Services,Banks - Regional
DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure
OSIS,"OSI Systems, Inc.",Technology,Electronic Components
MWA,"Mueller Water Products, Inc.",Industrials,Specialty Industrial Machinery
MUR,Murphy Oil Corporation,Energy,Oil & Gas E&P
IESC,"IES Holdings, Inc.",Industrials,Engineering & Construction
CNR,"Core Natural Resources, Inc.",Energy,Thermal Coal
ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense
BTSG,"BrightSpring Health Services, Inc.",Healthcare,Health Information Services
TDS,"Telephone and Data Systems, Inc.",Communication Services,Telecom Services
HASI,"HA Sustainable Infrastructure Capital, Inc.",Financial Services,Asset Management
CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction
AIR,AAR Corp.,Industrials,Aerospace & Defense
ITRI,"Itron, Inc.",Technology,Scientific & Technical Instruments
RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships
RUN,Sunrun Inc.,Technology,Solar
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal
TMDX,"TransMedics Group, Inc.",Healthcare,Medical Devices
GLNG,Golar LNG Limited,Energy,Oil & Gas Midstream
RDN,Radian Group Inc.,Financial Services,Insurance - Specialty
FFIN,"First Financial Bankshares, Inc.",Financial Services,Banks - Regional
PATK,"Patrick Industries, Inc.",Consumer Cyclical,Recreational Vehicles
SFBS,"ServisFirst Bancshares, Inc.",Financial Services,Banks - Regional
CRC,California Resources Corporation,Energy,Oil & Gas E&P
ABG,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships
LAUR,"Laureate Education, Inc.",Consumer Defensive,Education & Training Services
LTH,"Life Time Group Holdings, Inc.",Consumer Cyclical,Leisure
MIRM,"Mirum Pharmaceuticals, Inc.",Healthcare,Biotechnology
CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology
INDV,"Indivior Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
FOLD,"Amicus Therapeutics, Inc.",Healthcare,Biotechnology
STNE,StoneCo Ltd.,Technology,Software - Infrastructure
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure
VSCO,Victoria's Secret & Co.,Consumer Cyclical,Apparel Retail
LBRT,Liberty Energy Inc.,Energy,Oil & Gas Equipment & Services
MMS,"Maximus, Inc.",Industrials,Specialty Business Services
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail
NWE,"NorthWestern Energy Group, Inc.",Utilities,Utilities - Regulated Electric
UCB,"United Community Banks, Inc.",Financial Services,Banks - Regional
KGS,"Kodiak Gas Services, Inc.",Energy,Oil & Gas Equipment & Services
MYRG,MYR Group Inc.,Industrials,Engineering & Construction
CNO,"CNO Financial Group, Inc.",Financial Services,Insurance - Life
BTU,Peabody Energy Corporation,Energy,Thermal Coal
INDB,Independent Bank Corp.,Financial Services,Banks - Regional
SKYW,"SkyWest, Inc.",Industrials,Airlines
NHI,"National Health Investors, Inc.",Real Estate,REIT - Healthcare Facilities
CVLT,"Commvault Systems, Inc.",Technology,Software - Application
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships
KBH,KB Home,Consumer Cyclical,Residential Construction
FTDR,"Frontdoor, Inc.",Consumer Cyclical,Personal Services
VISN,"Vistance Networks, Inc.",Technology,Communication Equipment
FLG,"Flagstar Bank, National Association",Financial Services,Banks - Regional
WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services
FULT,Fulton Financial Corporation,Financial Services,Banks - Regional
IRT,"Independence Realty Trust, Inc.",Real Estate,REIT - Residential
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts
CBT,Cabot Corporation,Basic Materials,Specialty Chemicals
AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail
AZZ,AZZ Inc.,Industrials,Specialty Business Services
IBOC,International Bancshares Corporation,Financial Services,Banks - Regional
SKT,Tanger Inc.,Real Estate,REIT - Retail
SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology
PSMT,"PriceSmart, Inc.",Consumer Defensive,Discount Stores
AVNT,Avient Corporation,Basic Materials,Specialty Chemicals
ASO,"Academy Sports and Outdoors, Inc.",Consumer Cyclical,Specialty Retail
TPH,"Tri Pointe Homes, Inc.",Consumer Cyclical,Residential Construction
RNST,Renasant Corporation,Financial Services,Banks - Regional
KAI,Kadant Inc.,Industrials,Specialty Industrial Machinery
SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals
SIG,Signet Jewelers Limited,Consumer Cyclical,Luxury Goods
WSFS,WSFS Financial Corporation,Financial Services,Banks - Regional
MC,Moelis & Company,Financial Services,Capital Markets
TPC,Tutor Perini Corporation,Industrials,Engineering & Construction
ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology
QLYS,"Qualys, Inc.",Technology,Software - Infrastructure
STEP,StepStone Group Inc.,Financial Services,Asset Management
OUT,OUTFRONT Media Inc.,Real Estate,REIT - Specialty
PRM,"Perimeter Solutions, Inc.",Basic Materials,Specialty Chemicals
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,Apparel Manufacturing
LMND,"Lemonade, Inc.",Financial Services,Insurance - Property & Casualty
BKU,"BankUnited, Inc.",Financial Services,Banks - Regional
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products
LIVN,LivaNova PLC,Healthcare,Medical Devices
MHO,"M/I Homes, Inc.",Consumer Cyclical,Residential Construction
FELE,"Franklin Electric Co., Inc.",Industrials,Specialty Industrial Machinery
SHAK,Shake Shack Inc.,Consumer Cyclical,Restaurants
CDP,COPT Defense Properties,Real Estate,REIT - Office
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services
FBP,First BanCorp.,Financial Services,Banks - Regional
ICUI,"ICU Medical, Inc.",Healthcare,Medical Instruments & Supplies
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology
OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services
GRAL,"GRAIL, Inc.",Healthcare,Diagnostics & Research
BNL,"Broadstone Net Lease, Inc.",Real Estate,REIT - Diversified
FUL,H.B. Fuller Company,Basic Materials,Specialty Chemicals
CATY,Cathay General Bancorp,Financial Services,Banks - Regional
PJT,PJT Partners Inc.,Financial Services,Capital Markets
CSTM,Constellium SE,Basic Materials,Aluminum
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials
LRN,"Stride, Inc.",Consumer Defensive,Education & Training Services
BGC,"BGC Group, Inc.",Financial Services,Capital Markets
EOSE,"Eos Energy Enterprises, Inc.",Industrials,Electrical Equipment & Parts
GNW,"Genworth Financial, Inc.",Financial Services,Insurance - Life
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction
LEU,Centrus Energy Corp.,Energy,Uranium
ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans
VICR,Vicor Corporation,Technology,Electronic Components
DORM,"Dorman Products, Inc.",Consumer Cyclical,Auto Parts
ENVA,"Enova International, Inc.",Financial Services,Credit Services
GHC,Graham Holdings Company,Consumer Defensive,Education & Training Services
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling
WSBC,"WesBanco, Inc.",Financial Services,Banks - Regional
BKD,Brookdale Senior Living Inc.,Healthcare,Medical Care Facilities
ATGE,Covista Inc.,Consumer Defensive,Education & Training Services
PII,Polaris Inc.,Consumer Cyclical,Recreational Vehicles
LCII,LCI Industries,Consumer Cyclical,Recreational Vehicles
UNF,UniFirst Corporation,Industrials,Specialty Business Services
CELC,Celcuity Inc.,Healthcare,Biotechnology
CBU,"Community Financial System, Inc.",Financial Services,Banks - Regional
AVA,Avista Corporation,Utilities,Utilities - Diversified
PBH,Prestige Consumer Healthcare Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
NG,NovaGold Resources Inc.,Basic Materials,Gold
FIBK,"First Interstate BancSystem, Inc.",Financial Services,Banks - Regional
VCTR,"Victory Capital Holdings, Inc.",Financial Services,Asset Management
TGNA,TEGNA Inc.,Communication Services,Broadcasting
TERN,"Terns Pharmaceuticals, Inc.",Healthcare,Biotechnology
GFF,Griffon Corporation,Industrials,Building Products & Equipment
AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Auto Parts
OTTR,Otter Tail Corporation,Industrials,Conglomerates
PI,"Impinj, Inc.",Technology,Semiconductors
KFY,Korn Ferry,Industrials,Staffing & Employment Services
CALX,"Calix, Inc.",Technology,Software - Infrastructure
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials
MZTI,The Marzetti Company,Consumer Defensive,Packaged Foods
STNG,Scorpio Tankers Inc.,Energy,Oil & Gas Midstream
XENE,Xenon Pharmaceuticals Inc.,Healthcare,Biotechnology
HIMS,"Hims & Hers Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
PLMR,"Palomar Holdings, Inc.",Financial Services,Insurance - Property & Casualty
RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos
SYNA,Synaptics Incorporated,Technology,Semiconductors
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas E&P
WDFC,WD-40 Company,Basic Materials,Specialty Chemicals
QTWO,"Q2 Holdings, Inc.",Technology,Software - Application
SPHR,Sphere Entertainment Co.,Communication Services,Entertainment
BCC,Boise Cascade Company,Basic Materials,Lumber & Wood Production
BOX,"Box, Inc.",Technology,Software - Infrastructure
BOH,Bank of Hawaii Corporation,Financial Services,Banks - Regional
HNI,HNI Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
CGON,"CG Oncology, Inc.",Healthcare,Biotechnology
TWST,Twist Bioscience Corporation,Healthcare,Diagnostics & Research
MTRN,Materion Corporation,Basic Materials,Other Industrial Metals & Mining
CPK,Chesapeake Utilities Corporation,Utilities,Utilities - Regulated Gas
NATL,NCR Atleos Corporation,Technology,Software - Application
FFBC,First Financial Bancorp.,Financial Services,Banks - Regional
BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage
DIOD,Diodes Incorporated,Technology,Semiconductors
OPLN,"OPENLANE, Inc.",Consumer Cyclical,Auto & Truck Dealerships
ARQT,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology
GTX,Garrett Motion Inc.,Consumer Cyclical,Auto Parts
SXI,Standex International Corporation,Industrials,Specialty Industrial Machinery
CC,The Chemours Company,Basic Materials,Specialty Chemicals
NMIH,"NMI Holdings, Inc.",Financial Services,Insurance - Specialty
DNOW,DNOW Inc.,Industrials,Industrial Distribution
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology
SFNC,Simmons First National Corporation,Financial Services,Banks - Regional
GSAT,"Globalstar, Inc.",Communication Services,Telecom Services
VRNS,"Varonis Systems, Inc.",Technology,Software - Infrastructure
VRRM,Verra Mobility Corporation,Technology,Information Technology Services
MARA,"MARA Holdings, Inc.",Financial Services,Capital Markets
WK,Workiva Inc.,Technology,Software - Application
ZETA,Zeta Global Holdings Corp.,Technology,Software - Infrastructure
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling
MGEE,"MGE Energy, Inc.",Utilities,Utilities - Regulated Electric
KMT,Kennametal Inc.,Industrials,Tools & Accessories
SOUN,"SoundHound AI, Inc.",Technology,Software - Application
HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos
HAE,Haemonetics Corporation,Healthcare,Medical Devices
SBCF,Seacoast Banking Corporation of Florida,Financial Services,Banks - Regional
NIC,"Nicolet Bankshares, Inc.",Financial Services,Banks - Regional
RELY,"Remitly Global, Inc.",Technology,Software - Infrastructure
YOU,"Clear Secure, Inc.",Technology,Software - Application
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants
PHIN,PHINIA Inc.,Consumer Cyclical,Auto Parts
ITGR,Integer Holdings Corporation,Healthcare,Medical Devices
VCYT,"Veracyte, Inc.",Healthcare,Diagnostics & Research
WAY,Waystar Holding Corp.,Healthcare,Health Information Services
SLG,SL Green Realty Corp.,Real Estate,REIT - Office
PBF,PBF Energy Inc.,Energy,Oil & Gas Refining & Marketing
AWR,American States Water Company,Utilities,Utilities - Regulated Water
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment
HWKN,"Hawkins, Inc.",Basic Materials,Specialty Chemicals
SDRL,Seadrill Limited,Energy,Oil & Gas Drilling
APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT - Hotel & Motel
CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories
PFS,"Provident Financial Services, Inc.",Financial Services,Banks - Regional
ABM,ABM Industries Incorporated,Industrials,Specialty Business Services
LXP,LXP Industrial Trust,Real Estate,REIT - Industrial
CENX,Century Aluminum Company,Basic Materials,Aluminum
MGRC,McGrath RentCorp,Industrials,Rental & Leasing Services
SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
CON,"Concentra Group Holdings Parent, Inc.",Healthcare,Medical Care Facilities
HE,"Hawaiian Electric Industries, Inc.",Utilities,Utilities - Regulated Electric
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Leisure
PFSI,"PennyMac Financial Services, Inc.",Financial Services,Mortgage Finance
CWT,California Water Service Group,Utilities,Utilities - Regulated Water
CNK,"Cinemark Holdings, Inc.",Communication Services,Entertainment
TRN,"Trinity Industries, Inc.",Industrials,Railroads
DBRG,"DigitalBridge Group, Inc.",Financial Services,Asset Management
CLSK,"CleanSpark, Inc.",Financial Services,Capital Markets
JOE,The St. Joe Company,Real Estate,Real Estate - Diversified
OSCR,"Oscar Health, Inc.",Healthcare,Healthcare Plans
CVBF,CVB Financial Corp.,Financial Services,Banks - Regional
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials
INSW,"International Seaways, Inc.",Energy,Oil & Gas Midstream
NOG,"Northern Oil and Gas, Inc.",Energy,Oil & Gas E&P
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology
WAFD,"WaFd, Inc.",Financial Services,Banks - Regional
UE,Urban Edge Properties,Real Estate,REIT - Retail
BEAM,Beam Therapeutics Inc.,Healthcare,Biotechnology
NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals
APGE,"Apogee Therapeutics, Inc.",Healthcare,Biotechnology
BBT,Beacon Financial Corporation,Financial Services,Banks - Regional
AKR,Acadia Realty Trust,Real Estate,REIT - Retail
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure
APAM,Artisan Partners Asset Management Inc.,Financial Services,Asset Management
TOWN,TowneBank,Financial Services,Banks - Regional
FRME,First Merchants Corporation,Financial Services,Banks - Regional
IDYA,"IDEAYA Biosciences, Inc.",Healthcare,Biotechnology
TRMK,Trustmark Corporation,Financial Services,Banks - Regional
UPST,"Upstart Holdings, Inc.",Financial Services,Credit Services
CURB,Curbline Properties Corp.,Real Estate,REIT - Retail
FCPT,"Four Corners Property Trust, Inc.",Real Estate,REIT - Retail
SYRE,"Spyre Therapeutics, Inc.",Healthcare,Biotechnology
PRK,Park National Corporation,Financial Services,Banks - Regional
VC,Visteon Corporation,Consumer Cyclical,Auto Parts
LASR,"nLIGHT, Inc.",Technology,Semiconductors
XMTR,"Xometry, Inc.",Industrials,Industrial Distribution
TARS,"Tarsus Pharmaceuticals, Inc.",Healthcare,Biotechnology
PPTA,Perpetua Resources Corp.,Basic Materials,Other Precious Metals & Mining
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials
BANC,"Banc of California, Inc.",Financial Services,Banks - Regional
POWI,"Power Integrations, Inc.",Technology,Semiconductors
PRVA,"Privia Health Group, Inc.",Healthcare,Health Information Services
FSLY,"Fastly, Inc.",Technology,Software - Application
RXO,"RXO, Inc.",Industrials,Trucking
IBRX,"ImmunityBio, Inc.",Healthcare,Biotechnology
CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution
TBBK,"The Bancorp, Inc.",Financial Services,Banks - Regional
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods
CRGY,Crescent Energy Company,Energy,Oil & Gas E&P
MSGE,Madison Square Garden Entertainment Corp.,Consumer Cyclical,Leisure
HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics
CTRI,"Centuri Holdings, Inc.",Utilities,Utilities - Regulated Gas
FBNC,First Bancorp,Financial Services,Banks - Regional
COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
NSIT,"Insight Enterprises, Inc.",Technology,Electronics & Computer Distribution
CARG,"CarGurus, Inc.",Consumer Cyclical,Auto & Truck Dealerships
IVT,InvenTrust Properties Corp.,Real Estate,REIT - Retail
BELFB,Bel Fuse Inc.,Technology,Electronic Components
FBK,FB Financial Corporation,Financial Services,Banks - Regional
HLIO,"Helios Technologies, Inc.",Industrials,Specialty Industrial Machinery
GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts
ATRO,Astronics Corporation,Industrials,Aerospace & Defense
TVTX,"Travere Therapeutics, Inc.",Healthcare,Biotechnology
GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,Residential Construction
ARCB,ArcBest Corporation,Industrials,Trucking
ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology
NEOG,Neogen Corporation,Healthcare,Diagnostics & Research
BANF,BancFirst Corporation,Financial Services,Banks - Regional
KWR,Quaker Chemical Corporation,Basic Materials,Specialty Chemicals
VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors
CUBI,"Customers Bancorp, Inc.",Financial Services,Banks - Regional
